Molecule ChEMBL ID,Smiles,Standard Value,Standard Units,pIC50,Mol,MolWt,LogP,TPSA,HBD,HBA,RotBonds
CHEMBL3642637,COCc1cc(NC(=O)c2ccco2)cc(C2(C)CCSC(N)=N2)c1,1479.0,nM,5.83,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455EC00>,359.45100000000014,3.3451000000000013,89.85,2,6,5
CHEMBL1241481,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,229.0,nM,6.64,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455EC70>,398.46700000000016,4.012000000000002,117.17999999999999,2,7,4
CHEMBL584726,CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2c(Cl)cc(C(F)(F)F)cc2Cl)n1,2278.0,nM,5.64,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455ECE0>,505.75500000000005,7.792800000000004,58.95,2,2,3
CHEMBL3645171,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCSC(N)=N1,27.0,nM,7.57,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455ED50>,378.8600000000002,3.7932000000000015,80.37,2,5,3
CHEMBL3645174,CC1(c2cccc(NC(=O)c3ncc(Cl)cc3Cl)c2)CCSC(N)=N1,54.0,nM,7.27,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455EDC0>,395.31500000000017,4.307500000000003,80.37,2,5,3
CHEMBL3645177,COc1cc(NC(=O)c2ccc(Cl)cn2)cc(C2(C)CCSC(N)=N2)c1,174.0,nM,6.76,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455EE30>,390.8960000000002,3.662700000000002,89.6,2,6,4
CHEMBL375540,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CN[C@@H](C)C(=O)NCC(C)C)c1,130.0,nM,6.89,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455EEA0>,574.7130000000001,3.6793000000000022,110.77000000000001,4,5,16
CHEMBL3953528,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)C3CCC3)cs2)CO1,376.0,nM,6.42,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455EF10>,366.5120000000002,2.5635000000000003,89.60000000000001,2,7,3
CHEMBL3924736,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ncc(OC(F)F)cc3Cl)cs2)CO1,25.0,nM,7.6,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455EF80>,489.9570000000001,3.727000000000002,111.72000000000001,2,9,5
CHEMBL363783,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)[C@@H](O)[C@@H]1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)O,40.0,nM,7.4,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455EFF0>,771.8660000000002,-2.0735,346.73999999999995,11,11,24
CHEMBL3973534,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(OC(F)F)cn4)ccc3F)COCC[C@H]2CS1,9.0,nM,8.05,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F060>,452.4580000000002,3.367700000000003,98.83,2,7,5
CHEMBL1915977,COC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O,210.0,nM,6.68,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F0D0>,609.7140000000002,3.647700000000002,100.13,3,6,16
CHEMBL1915978,CCC[C@@H](O)[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O,90.0,nM,7.05,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F140>,637.7680000000001,4.162300000000003,111.13,4,6,17
CHEMBL1915983,COC[C@H]1CCN([C@@H](C)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O,400.0,nM,6.4,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F1B0>,519.5890000000002,2.0347999999999997,100.13,3,6,13
CHEMBL1915987,CCCC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2Cc3ccccc3CN2)C1=O,1400.0,nM,5.85,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F220>,603.7540000000001,5.107600000000004,81.67000000000002,3,4,13
CHEMBL1915990,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@@](CC(C)C)(NC(C)=O)C2=O)C1,2.0,nM,8.7,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F290>,656.815,3.6648000000000005,120.0,4,6,16
CHEMBL1915995,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@H](COC)C2=O)C1,89.0,nM,7.05,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F300>,587.7080000000001,3.006400000000001,100.13,3,6,15
CHEMBL1916157,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccc3)CN2)C1=O,1.4,nM,8.85,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F370>,690.832,4.317200000000003,120.0,4,6,15
CHEMBL1916169,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3ccccn3)CN2)C1=O,1.3,nM,8.89,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F3E0>,705.8469999999999,3.8500000000000023,132.89000000000001,4,7,16
CHEMBL3966376,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(CF)cn3)cs2)CO1,315.0,nM,6.5,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F450>,422.51100000000014,2.3367000000000004,115.38000000000001,2,9,4
CHEMBL3986265,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(C(F)F)cn3)cs2)CO1,145.0,nM,6.84,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F4C0>,440.5010000000001,2.804800000000001,115.38000000000001,2,9,4
CHEMBL3967113,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cc3)cs2)CO1,106.0,nM,6.97,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F530>,454.5240000000001,3.678600000000002,98.83000000000001,2,8,5
CHEMBL3964867,Cc1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n(C)n1,364.0,nM,6.44,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F5A0>,406.5370000000001,2.1191199999999997,107.42,2,8,3
CHEMBL3911716,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3coc(C(F)(F)F)n3)cs2)CO1,189.0,nM,6.72,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F610>,447.4640000000001,3.0840000000000005,115.63000000000001,2,9,3
CHEMBL4114074,C[C@@H](F)COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,360.0,nM,6.44,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F680>,466.56400000000025,2.604,124.61,2,10,6
CHEMBL3968526,CC(C)Cc1cc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nn1C,51000.0,nM,4.29,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F6F0>,448.61800000000017,3.0092000000000008,107.41999999999999,2,8,5
CHEMBL3893396,Cc1cnc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,2110.0,nM,5.68,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F760>,404.52100000000013,2.1756200000000003,115.38,2,9,3
CHEMBL3948431,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccn(C(F)F)n3)cs2)CO1,19.0,nM,7.72,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F7D0>,428.49000000000007,2.668800000000001,107.42000000000002,2,8,4
CHEMBL3656131,CN1OC2(N=C1N)c1cc(-c3cc(Cl)cc(C#N)c3)ccc1CC21CCc2ccccc2CC1,7.4,nM,8.13,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F840>,468.98800000000034,5.344680000000004,74.63999999999999,1,5,1
CHEMBL3656136,CN1OC2(N=C1N)c1cc(-c3cc(F)cc(Cl)c3)ccc1CC21CCc2ccccc2CC1,11.2,nM,7.95,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F8B0>,461.96800000000036,5.612100000000003,50.849999999999994,1,4,1
CHEMBL2178151,CC(C)Oc1cccc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)c1,308.0,nM,6.51,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F920>,485.61300000000017,4.402050000000003,92.44999999999999,2,6,5
CHEMBL51003,CC(C)CC(NC(=O)CCCOc1ccccc1)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,25000.0,nM,4.6,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455F990>,783.9200000000002,1.9347000000000074,249.55999999999995,8,9,25
CHEMBL1934292,O=C([C@@H]1CNC[C@]12CCCc1ccccc12)N1CC[C@@H](c2ccccc2)C[C@H]1c1ccccc1,150.0,nM,6.82,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455FA00>,450.62600000000015,5.627600000000006,32.34,1,2,3
CHEMBL1934295,O=C([C@@H]1CNC[C@]12CCCc1nc(Cl)ccc12)N1CC[C@@H](c2ccccc2)C[C@H]1C1CCCCC1,29.0,nM,7.54,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455FA70>,492.1070000000004,5.883600000000007,45.230000000000004,1,3,3
CHEMBL373255,CC(C)[C@H](NC(=O)CC[C@H](O)[C@@H]1CCCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1)C(=O)NCc1ccccc1,9704.0,nM,5.01,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455FAE0>,631.815,2.8217000000000034,174.96,6,7,10
CHEMBL1923295,CN1CC(N)=NC(C)(c2cccc(NC(=O)c3ccc(C(F)(F)F)cn3)c2)C1=O,1380.0,nM,5.86,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455FB50>,405.3800000000001,2.397100000000001,100.68,2,5,3
CHEMBL1923296,Cc1cnc(C(=O)Nc2cccc(C3(C)N=C(N)CN(C)C3=O)c2)cn1,7079.0,nM,5.15,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455FBC0>,352.3980000000001,1.0817199999999993,113.57000000000001,2,6,3
CHEMBL1921816,CN1CC(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C(N)C1=O,295.0,nM,6.53,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455FC30>,371.8280000000001,2.0317,100.68,2,5,3
CHEMBL1923294,CN1CC(N)=NC(C)(c2cccc(NC(=O)c3ccc(C#N)cn3)c2)C1=O,151.0,nM,6.82,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455FCA0>,362.39300000000014,1.2499800000000003,124.47,2,6,3
CHEMBL5932566,CN1C(=O)C2(N=C1NC(=O)OC(C)(C)C)c1cc(C#CC3CC3)ccc1CC21CCC(OC(=O)[C@H](Cc2ccc(OC(=O)OC(C)(C)C)cc2)NC(=O)OC(C)(C)C)CC1,640.0,nM,6.19,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455FD10>,826.988,7.474300000000008,171.16,2,11,6
CHEMBL3236218,O=C(NCc1ccco1)c1c[nH]c2ccc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cc2c1=O,1610.0,nM,5.79,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455FD80>,491.4470000000002,3.870700000000002,121.26999999999998,3,5,6
CHEMBL1916004,CCCC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@H](O)CN2)C1=O,720.0,nM,6.14,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455FDF0>,557.6820000000001,3.115900000000001,101.9,4,5,13
CHEMBL1916159,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3cccnc3)CN2)C1=O,2.5,nM,8.6,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455FE60>,691.8199999999999,3.712200000000002,132.89000000000001,4,7,15
CHEMBL3357662,C[C@@]12CCCO[C@H]1[C@]1(COC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,210.0,nM,6.68,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455FED0>,369.3960000000001,2.758000000000001,78.96000000000001,1,6,1
CHEMBL3357668,C[C@]12CCCO[C@@H]1[C@]1(CSC(N)=N1)c1cc(-c3cc(F)cc(Cl)c3)ccc1O2,41.0,nM,7.39,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455FF40>,418.9210000000001,4.733000000000004,56.84,1,5,1
CHEMBL3357672,C[C@]12CCCO[C@@H]1[C@]1(CSC(N)=N1)c1cc(-c3cncnc3)ccc1O2,56.0,nM,7.25,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560040>,368.46200000000005,2.730500000000001,82.62,1,7,1
CHEMBL3357667,C[C@]12CCCO[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cc(F)cc(Cl)c3)ccc1O2,93.0,nM,7.03,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45600B0>,402.8530000000001,4.016400000000003,66.07000000000001,1,5,1
CHEMBL2047891,CC(F)(F)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(Br)c3)[C@@H]2O)c1,1370.0,nM,5.86,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560120>,521.3990000000002,3.3885000000000014,92.42,3,5,6
CHEMBL3672399,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O)c(Cl)c1,730.0,nM,6.14,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560190>,342.778,4.006100000000002,74.6,2,4,6
CHEMBL3672415,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)ccc1F,1600.0,nM,5.8,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560200>,340.35,3.794800000000002,63.60000000000001,1,4,7
CHEMBL3672446,O=C(/C=C/c1ccc(O)cc1Cl)CC(=O)/C=C/c1ccc(O)cc1Cl,720.0,nM,6.14,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560270>,377.22300000000007,4.659500000000003,74.6,2,4,6
CHEMBL558946,CCCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,25.0,nM,7.6,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45602E0>,672.795,4.545800000000004,129.56,3,8,15
CHEMBL541738,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N\OCc3ccccc3)cc(N3CCCCS3(=O)=O)c2)c1,31.0,nM,7.51,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560350>,720.8389999999999,5.336000000000006,129.56,3,8,15
CHEMBL553458,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N\O)cc(N(c3ccccc3)S(C)(=O)=O)c2)c1,9.0,nM,8.05,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45603C0>,666.7470000000003,4.761100000000004,140.56,4,8,14
CHEMBL539468,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N/OCC(C)C)cc(N(c3ccccc3)S(C)(=O)=O)c2)c1,242.0,nM,6.62,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560430>,722.8550000000002,5.9595000000000065,129.56,3,8,17
CHEMBL553571,CCCN(CCC)C(=O)c1cc(Sc2ccc(OC)cc2)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)c1,27.0,nM,7.57,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45604A0>,705.8680000000002,6.887200000000008,100.13000000000001,3,7,18
CHEMBL568960,NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)/C2=N/CCCCCN12,130.0,nM,6.89,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560510>,497.49600000000027,5.242600000000005,76.1,1,6,4
CHEMBL3642604,Cc1cc(C(=O)Nc2cc(Br)cc(C3(C)CCSC(N)=N3)c2)c(C)o1,278.0,nM,6.56,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560580>,422.34800000000024,4.578040000000003,80.62,2,5,3
CHEMBL3642627,CC1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)CCSC(N)=N1,61.0,nM,7.21,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45605F0>,360.8700000000001,3.6541000000000015,80.37,2,5,3
CHEMBL1376633,COc1ccc(C2C(C#N)=C(N)N3C(=C2C#N)Sc2ccccc23)cc1,3239.0,nM,5.49,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560660>,358.42600000000004,3.8337600000000025,86.07,1,6,2
CHEMBL3937030,CC(C)N1CNc2c(NCc3ccc(N)cc3)nc(N3CCCCC3CCO)nc21,130.0,nM,6.89,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45606D0>,411.5540000000003,3.010000000000002,102.57,4,8,7
CHEMBL3645162,C[C@@H](NC(=O)c1ccc(C2(C)CCSC(N)=N2)s1)c1ccccc1,10000.0,nM,5.0,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560740>,359.52,3.9059000000000026,67.48,2,5,4
CHEMBL3645164,CC1(c2cc(Cl)cc(NC(=O)c3nc4ccccc4s3)c2)CCSC(N)=N1,163.0,nM,6.79,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45607B0>,416.9590000000002,4.868800000000003,80.37,2,6,3
CHEMBL3645165,CC1(c2cc(Cl)cc(NC(=O)c3ccco3)c2)CCSC(N)=N1,243.0,nM,6.61,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560820>,349.84300000000013,3.852100000000002,80.62,2,5,3
CHEMBL3645176,CC(C)Oc1cc(NC(=O)c2ccc(Cl)cn2)cc(C2(C)CCSC(N)=N2)c1,2296.0,nM,5.64,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560890>,418.9500000000002,4.441300000000003,89.6,2,6,5
CHEMBL3670325,C[C@@]1(c2cc(NC(=O)c3cnc(-n4nccn4)cn3)ccc2F)C=CSC(N)=N1,234.0,nM,6.63,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560900>,410.4380000000001,2.2391,123.97,2,8,4
CHEMBL3670332,C=C1C[C@@](C)(c2cc(NC(=O)c3cnc(OC)cn3)cnc2C)N=C(N)S1,36.0,nM,7.44,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560970>,384.4650000000001,2.6214200000000005,115.38,2,8,4
CHEMBL3901695,NC1=N[C@](CF)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)C[C@@H](C(F)(F)F)O1,154.0,nM,6.81,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45609E0>,430.78900000000004,3.8180000000000023,89.6,2,5,4
CHEMBL3983509,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CO1,1.0,nM,9.0,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560A50>,434.92400000000015,3.808200000000002,89.6,2,6,3
CHEMBL3952932,CC#CCn1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n1,82.0,nM,7.09,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560AC0>,430.5590000000002,2.297,107.42,2,8,4
CHEMBL3980484,Cc1cn(C(F)F)nc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,2.0,nM,8.7,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560B30>,442.5170000000003,2.97722,107.42,2,8,4
CHEMBL3394043,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(C3CCCOC3)cc12,11.3,nM,7.95,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560BA0>,432.45500000000027,3.8709000000000033,91.85000000000001,1,7,2
CHEMBL3394053,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccccn3)cc12,3.8,nM,8.42,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560C10>,425.4230000000001,4.038900000000002,95.51,1,7,2
CHEMBL3394054,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3cccnc3)cc12,2.5,nM,8.6,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560C80>,425.4230000000001,4.038900000000002,95.51,1,7,2
CHEMBL3394040,CC1(C)C=C(c2cc3c(cn2)Oc2ccc(-c4cccnc4F)cc2[C@@]32COC(N)=N2)CCO1,7.4,nM,8.13,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560CF0>,458.4930000000003,4.559200000000003,91.85000000000001,1,7,2
CHEMBL3394044,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc([C@@H]3CCCCO3)cc12,112.0,nM,6.95,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560D60>,432.45500000000027,4.218500000000003,91.85000000000001,1,7,2
CHEMBL3394045,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc([C@H]3CCCCO3)cc12,14.3,nM,7.84,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560DD0>,432.45500000000027,4.218500000000003,91.85000000000001,1,7,2
CHEMBL1163421,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)C2=CN(CC(=O)OC(C)C)C(C)=C(C(C)=O)C2C)c1,26100.0,nM,4.58,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560E40>,577.7220000000003,3.5234000000000023,117.20000000000002,3,8,14
CHEMBL50827,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NO)C(C)C,94000.0,nM,4.03,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560EB0>,619.8260000000002,1.7017000000000035,195.19,7,9,17
CHEMBL1278188,O=S(=O)(c1ccccc1)N(CCc1ccccc1)C[C@@H](O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,6900.0,nM,5.16,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560F20>,569.7710000000002,4.688100000000005,64.09,1,5,12
CHEMBL51188,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCc1cccc(OCC(=O)O)c1)C(C)C,5000.0,nM,5.3,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4560F90>,767.9870000000001,2.976100000000007,221.48999999999998,7,10,22
CHEMBL3586131,Cl.NC1=N[C@]23CC[C@H](NC(=O)c4cccc(Cl)c4)C[C@@H]2[C@@H](COC3)S1,2250.0,nM,5.65,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4561000>,402.3470000000002,2.859400000000001,76.71,2,5,2
CHEMBL1504056,CCc1nnc(NC(=O)CSc2nc(-c3ccc(F)cc3)cc(-c3ccccc3)c2C#N)s1,50000.0,nM,4.3,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4561070>,475.5740000000001,5.571080000000004,91.56,1,7,7
CHEMBL584288,NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NCCCN12,60.0,nM,7.22,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45610E0>,469.4420000000002,4.462400000000004,76.1,1,6,4
CHEMBL556143,CC(CP(=O)(O)C1CCCCCC[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,47.0,nM,7.33,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4561150>,939.9540000000001,-0.3717000000000039,387.11999999999995,12,12,23
CHEMBL78946,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,71.0,nM,7.15,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45611C0>,893.0050000000001,-1.736100000000004,375.8399999999999,12,12,29
CHEMBL3394041,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(C3=CCCOC3)cc12,0.5,nM,9.3,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4561230>,430.43900000000025,3.7806000000000024,91.85000000000001,1,7,2
CHEMBL3394050,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(N3CC[C@H](F)C3)cc12,2.7,nM,8.57,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45612A0>,435.4340000000002,3.525100000000002,85.86,1,7,2
CHEMBL3652430,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21N=C(N)N(C)O1,2.6,nM,8.59,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4561310>,429.92300000000023,4.622100000000004,60.08,1,5,2
CHEMBL3427250,Cc1noc(C)c1[C@@H]1C[C@@H](c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)N=C(N)S1,22.0,nM,7.66,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4561380>,504.3850000000001,5.074340000000004,106.4,2,7,4
CHEMBL3427251,Cc1noc(C)c1[C@@H]1C[C@@](C)(c2cc(-c3cncnc3)c(F)cc2F)N=C(N)S1,8.0,nM,8.1,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45613F0>,415.4690000000001,4.434740000000003,90.19,1,7,3
CHEMBL3414701,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](CF)C[C@H]2CS1,61.0,nM,7.21,<rdkit.Chem.rdchem.Mol object at 0x000001D5A4561460>,316.348,2.5962000000000014,47.61,1,4,2
